CompanyName,ContactName,Location,CodeNumber,BusinessType,dba,OpenedDate,BLGLOBALENTITYEXTENSIONID,BusinessPhone,ADDRESSLINE1,ADDRESSLINE2,ADDRESSLINE3,PREDIRECTION,STREETTYPE,POSTDIRECTION,UNITORSUITE,CITY,STATE,POSTALCODE,ISSUEDDATE,LICENSENUMBER,EXPIRATIONDATE
KIDDIE COVE EARLY LEARNING CENTER,CHERYL SHEEHAN,Inside City Limits,624410,Child Day Care,,00:00.0,90ba8710-dcff-40eb-ade9-d016cd47b435,5412958104,408,G,,SE,ST,,SUITE C,GRANTS PASS,OR,97527,19:34.0,BTAX-040462-06-2025,19:34.0
KIDDIE COVE EARLY LEARNING CENTER, ,Inside City Limits,624410,Child Day Care,,00:00.0,90ba8710-dcff-40eb-ade9-d016cd47b435,5412958104,408,G,,SE,ST,,SUITE C,GRANTS PASS,OR,97527,19:34.0,BTAX-040462-06-2025,19:34.0
KIMBERLY FIEN,KIMBERLY FIEN,Inside City Limits,561720,Cleaning Service,,00:00.0,16661e63-852c-430e-833e-e5fcaa3172e4,6199178199,312,PARKHILL,, ,PL,, ,GRANTS PASS,OR,97527,12:38.0,BTAX-040986-07-2025,12:38.0
KIM'S HAIRCUTTING STUDIO, ,Inside City Limits,812112,Beauty Salon,,00:00.0,31b81cb6-93c7-4c5d-b87c-9a1c3fecdacb,5414973296,424,6TH,,NW,ST,,STE 213,GRANTS PASS,OR,97526,46:41.0,BTAX-041681-09-2025,46:41.0
KIM'S HAIRCUTTING STUDIO,KIMBERLY WILLIAMS,Inside City Limits,812112,Beauty Salon,,00:00.0,31b81cb6-93c7-4c5d-b87c-9a1c3fecdacb,5414973296,424,6TH,,NW,ST,,STE 213,GRANTS PASS,OR,97526,46:41.0,BTAX-041681-09-2025,46:41.0
"KINGSVIEW WEALTH MANAGEMENT, LLC", ,Inside City Limits,523999,Finance-Investment Activities,,00:00.0,4ecba793-5851-4f1d-b39d-e03548aea10b,5412914405,509,7TH,,SE,ST,,2ND FLOOR #2,GRANTS PASS,OR,97526,40:45.0,BTAX-041811-09-2025,40:45.0
"KINGSVIEW WEALTH MANAGEMENT, LLC",SEAN MCGILLIVRAY,Inside City Limits,523999,Finance-Investment Activities,,00:00.0,4ecba793-5851-4f1d-b39d-e03548aea10b,5412914405,509,7TH,,SE,ST,,2ND FLOOR #2,GRANTS PASS,OR,97526,40:45.0,BTAX-041811-09-2025,40:45.0
KINZLER & CO INSURANCE & FINANCIAL,KENNETH KINZLER,Inside City Limits,524210,Insurance Agency & Brokerages,,00:00.0,F622D046-6BBC-431F-84E6-ACBE0F979F37,5414721644,400,G,,SE,ST,,,GRANTS PASS,OR,97526,44:38.0,BTAX-042467-12-2025,44:38.0
KINZLER & CO INSURANCE & FINANCIAL,         ,Inside City Limits,524210,Insurance Agency & Brokerages,,00:00.0,F622D046-6BBC-431F-84E6-ACBE0F979F37,5414721644,400,G,,SE,ST,,,GRANTS PASS,OR,97526,44:38.0,BTAX-042467-12-2025,44:38.0
KNIFE RIVER MATERIALS  , ,Outside City Limits,238110,Contractor-Concrete/Found/Structural,,00:00.0,25727688-E704-4A8D-B679-CFA5B7963CB5,5417702960,3959,HAMRICK,,,RD,,,CENTRAL POINT,OR,97502,41:46.0,BTAX-040593-07-2025,41:46.0
KNIGHTS INN MOTEL             ,M G  PATEL,Inside City Limits,721110,Hotel/Motel,,00:00.0,6E151652-6BFA-4592-8153-BB037075C53A,5414795595,104,7TH,,SE,ST,, ,GRANTS PASS,OR,97526,18:45.0,BTAX-041097-08-2025,18:45.0
KOI SUSHI BAR AND ASIAN BISTRO LLC, ,Inside City Limits,722511,Restaurant,,00:00.0,ca09afbc-c222-4d78-9f59-1f8a667565e7,,111,HILLCREST,,NE,DR,, ,GRANTS PASS,OR,97526,53:14.0,BTAX-041906-09-2025,53:14.0
KOI SUSHI BAR AND ASIAN BISTRO LLC,DEWI TULUS,Inside City Limits,722511,Restaurant,,00:00.0,ca09afbc-c222-4d78-9f59-1f8a667565e7,,111,HILLCREST,,NE,DR,, ,GRANTS PASS,OR,97526,53:14.0,BTAX-041906-09-2025,53:14.0
KOI SUSHI BAR AND ASIAN BISTRO LLC,DJOKO HANDOJO,Inside City Limits,722511,Restaurant,,00:00.0,ca09afbc-c222-4d78-9f59-1f8a667565e7,,111,HILLCREST,,NE,DR,, ,GRANTS PASS,OR,97526,53:14.0,BTAX-041906-09-2025,53:14.0
KR PLUMBING, ,Inside City Limits,238220,Plumber,,00:00.0,f153c5c0-1eb7-48d3-9cc8-76a5eba90986,5417617729,1002,BELLE AIRE,,SE,DR,,,GRANTS PASS,OR,97526,08:47.0,BTAX-042630-01-2026,08:47.0
KR PLUMBING,KYLE REYNOLDS,Inside City Limits,238220,Plumber,,00:00.0,f153c5c0-1eb7-48d3-9cc8-76a5eba90986,5417617729,1002,BELLE AIRE,,SE,DR,,,GRANTS PASS,OR,97526,08:47.0,BTAX-042630-01-2026,08:47.0
KRC COMPANY INC,KLAY ROBINSON,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,BE82E8A4-F4EA-40CF-B48A-44C4E68774D6,5414741586,1650 1/2,TERRACE,,NE,DR,, ,GRANTS PASS,OR,97526,32:57.0,BTAX-041827-09-2025,32:57.0
KRC COMPANY INC, ,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,BE82E8A4-F4EA-40CF-B48A-44C4E68774D6,5414741586,1650 1/2,TERRACE,,NE,DR,, ,GRANTS PASS,OR,97526,32:57.0,BTAX-041827-09-2025,32:57.0
KRISTI'S ALL NATURAL PET FOOD ,"HIGGS, CRAMER, ALVIS ALLEN",Inside City Limits,453910,Retail-Pets & Pet Supplies,,00:00.0,65FFDB54-79CE-4CF3-A926-2E60F705C3C5,5412958095,356,K,,SW,ST,, ,GRANTS PASS,OR,97526,36:34.0,BTAX-041374-08-2025,36:34.0
KURL UP & DYE                 ,LISA ARIAS,Inside City Limits,812112,Beauty Salon,,00:00.0,E49DB14F-6188-48A2-8C76-B921871B8C97,5416606646,1370,ROGUE RIVER,, ,HWY,,STE 1,GRANTS PASS,OR,97527,12:40.0,BTAX-042421-12-2025,12:40.0
KYNDRA & DANIEL BURDIS RENTALS,KYNDRA & DANIEL  BURDIS,Inside City Limits,531110,Rental Units/Landlord,,00:00.0,F40C498A-8E16-4921-9592-6EE8AFD1E90E,5414728179,1051,6TH,,NE,ST,, ,GRANTS PASS,OR,97527,41:31.0,BTAX-041516-08-2025,41:31.0
L. LOUISE DAVIES,L. DAVIES,Inside City Limits,813110,Religious Organization,,00:00.0,4475f606-8ab5-493c-9a6a-3b290e1c342e,5414763600,5941,HIGHLAND,,,AVE,,#15,GRANTS PASS,OR,97526,29:46.0,BTAX-041848-09-2025,29:46.0
L. LOUISE DAVIES, ,Inside City Limits,813110,Religious Organization,,00:00.0,4475f606-8ab5-493c-9a6a-3b290e1c342e,5414763600,5941,HIGHLAND,,,AVE,,#15,GRANTS PASS,OR,97526,29:46.0,BTAX-041848-09-2025,29:46.0
LA BELLA FACCIA               ,ROBNETTE BUCKLEY,Inside City Limits,812112,Beauty Salon,THE SPHERE,00:00.0,100E8E0C-F1BC-496C-B002-E7F53ABB0AC3,5414714405,1034,6TH,,NW,ST,, ,GRANTS PASS,OR,97526,45:52.0,BTAX-042633-01-2026,45:52.0
LA HACIENDA MEXICAN GRILL, ,Inside City Limits,722511,Restaurant,,00:00.0,27522ca0-5161-4d44-96fe-f65e31f91648,5412267471,775,6TH,,SE,ST,, ,GRANTS PASS,OR,97526,40:49.0,BTAX-040136-04-2025,40:49.0
LA HACIENDA MEXICAN GRILL,LEOBARDO BEDOLLA,Inside City Limits,722511,Restaurant,,00:00.0,27522ca0-5161-4d44-96fe-f65e31f91648,5412267471,775,6TH,,SE,ST,, ,GRANTS PASS,OR,97526,40:49.0,BTAX-040136-04-2025,40:49.0
LA QUINTA INN & SUITES        , GRANTS INVESTMENTS INC        ,Inside City Limits,721110,Hotel/Motel,,00:00.0,F5BDD054-DF3C-4146-BCD1-190AA340A17A,5414720152,243,MORGAN,,NE,LN,, ,GRANTS PASS,OR,97526,10:41.0,BTAX-041486-08-2025,10:41.0
LAHORGUE METAL FABRICATING    ,CHARLES  LAHORGUE,Inside City Limits,238190,Welding/Fabrication,,00:00.0,E2C0B6C6-1BE3-4581-ABF7-7DC477364466,5414795050,1470,M,,SE,ST,,UNIT 2C,GRANTS PASS,OR,97526,19:41.0,BTAX-040990-07-2025,19:41.0
LARRY BROWN CONSTRUCTION,LAWRENCE BROWN,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,d6035272-a91d-4a83-b7f6-ebe8253447e4,5417877915,1252,6TH,,SE,ST,,SUITE 8,GRANTS PASS,OR,97526,28:54.0,BTAX-041704-09-2025,28:54.0
LARRY BROWN CONSTRUCTION,LARRY BROWN,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,d6035272-a91d-4a83-b7f6-ebe8253447e4,5417877915,1252,6TH,,SE,ST,,SUITE 8,GRANTS PASS,OR,97526,28:54.0,BTAX-041704-09-2025,28:54.0
"LAURA ERKENEFF, LMFT", ,Inside City Limits,624190,Social Svcs-Individual & Family Svcs,,00:00.0,33e37174-31e5-4624-9c87-4b7868554e44,5412958722,215,6TH,,SE,ST,,#210,GRANTS PASS,OR,97526,29:25.0,BTAX-040565-06-2025,29:25.0
LAURA M JOHNSON DDS PC,LAURA JOHNSON,Inside City Limits,621210,Medical-Dentist,ALLEN CREEK DENTAL,00:00.0,8ab13d0a-e30c-4260-83ec-50e5b1b44133,5414762200,1002,RAMSEY,,,AVE,,,GRANTS PASS,OR,97527,53:53.0,BTAX-041777-09-2025,53:53.0
LAURA M JOHNSON DDS PC, ,Inside City Limits,621210,Medical-Dentist,ALLEN CREEK DENTAL,00:00.0,8ab13d0a-e30c-4260-83ec-50e5b1b44133,5414762200,1002,RAMSEY,,,AVE,,,GRANTS PASS,OR,97527,53:53.0,BTAX-041777-09-2025,53:53.0
LAURENCE J SMITH RENTALS      ,STEPHANIE SMITH,Inside City Limits,531110,Rental Units/Landlord,,00:00.0,2A5B31E1-5F91-4131-8026-BF969E9DC76A,5414760449,350,GLENWOOD,,E,ST,, ,GRANTS PASS,OR,97527,48:09.0,BTAX-042553-01-2026,48:09.0
LAURENCE J SMITH RENTALS      , ,Inside City Limits,531110,Rental Units/Landlord,,00:00.0,2A5B31E1-5F91-4131-8026-BF969E9DC76A,5414760449,350,GLENWOOD,,E,ST,, ,GRANTS PASS,OR,97527,48:09.0,BTAX-042553-01-2026,48:09.0
LAVENDER LANE ESSENTIALS,DEANNA & TIMOTHY BYERS,Inside City Limits,453220,Retail-Gift & Novelty Store,,00:00.0,76cb69ed-d19e-4641-88c4-50c36c9fddef,5419375784,543,E,,NE,ST,,UNIT 102,GRANTS PASS,OR,97526,26:54.0,BTAX-042722-02-2026,26:54.0
LAVENDER LANE ESSENTIALS, ,Inside City Limits,453220,Retail-Gift & Novelty Store,,00:00.0,76cb69ed-d19e-4641-88c4-50c36c9fddef,5419375784,543,E,,NE,ST,,UNIT 102,GRANTS PASS,OR,97526,26:54.0,BTAX-042722-02-2026,26:54.0
LEAH K'S SPECIALTY DETAILING  ,LEAH  KEENEY,Inside City Limits,811192,Car Wash & Detailing,,00:00.0,E9D1E9CD-A789-4C5F-9848-AFF79B507C18,5414762332,1271,TOBIN,,SE,CT,, ,GRANTS PASS,OR,97527,09:56.0,BTAX-041612-09-2025,09:56.0
LEE'S MINI STORAGE            , RV'S MOBILE WORLD INC         ,Inside City Limits,493110,Storage & General Warehousing,,00:00.0,6A065782-AB7A-4C35-BBFD-E63B07A37265,5414762772,1249,ROGUE RIVER,, ,Hwy,, ,GRANTS PASS,OR,97527,11:02.0,BTAX-040932-07-2025,11:02.0
LEGACY MUSIC ENTERTAINMENT    ,PAMELA  DULONG,Inside City Limits,451140,Retail-Music/Instruments & Supplies,,00:00.0,E3DDB731-8588-4A08-AA83-14689A011A98,5416599126,730,SAVAGE,,NE,ST,, ,GRANTS PASS,OR,,12:59.0,BTAX-041819-09-2025,12:59.0
LEMOSS ENTERPRISES INC,SHARON EMFINGER,Inside City Limits,531110,Rental Units/Landlord,,00:00.0,27199ebc-9f27-4d12-b431-16a150c58226,5414795074,1437,VIEW,,NE,DR,, ,GRANTS PASS,OR,97526,25:44.0,BTAX-041994-10-2025,25:44.0
LEMOSS ENTERPRISES INC, ,Inside City Limits,531110,Rental Units/Landlord,,00:00.0,27199ebc-9f27-4d12-b431-16a150c58226,5414795074,1437,VIEW,,NE,DR,, ,GRANTS PASS,OR,97526,25:44.0,BTAX-041994-10-2025,25:44.0
LES SCHWAB TIRE CENTER        , CORPORATION (LES SCHWAB)      ,Inside City Limits,441320,Retail-Tire Dealer,,00:00.0,E4DB973C-67C0-44DF-A30E-CD1751EB0794,5414792671,1694,6TH,,NW,ST,, ,GRANTS PASS,OR,97526,22:53.0,BTAX-041908-10-2025,22:53.0
LES SCHWAB TIRE CENTER #263   , LES SCHWAB TIRE CORPORATION   ,Inside City Limits,441320,Retail-Tire Dealer,,00:00.0,4A8F4981-F6E6-4C59-9CA1-F4A0D29B9407,5419555200,320,UNION,, ,AVE,, ,GRANTS PASS,OR,97527,09:49.0,BTAX-040687-07-2025,09:49.0
LET IT FLY GOLF LLC           ,LINDA  EDWARDS,Inside City Limits,451110,Retail-Sporting Goods,LET IT FLY SPORTS,00:00.0,16FB78C8-2DB2-4598-A73B-4AD74FB30D96,5416602044,959,BUENA VISTA,, ,LN,, ,GRANTS PASS,OR,97527,17:42.0,BTAX-041275-08-2025,17:42.0
LET THERE BE LIGHT ELECTRIC, ,Inside City Limits,238210,Contractor-Electrical,,00:00.0,42f9e447-63c0-4e36-aa26-bc72bce46e91,8009207573,2312,WYNDHAM,,SE,WAY,, ,GRANTS PASS,OR,97527,19:47.0,BTAX-040701-07-2025,19:47.0
LET THERE BE LIGHT ELECTRIC,KEVIN GAMBUCCI,Inside City Limits,238210,Contractor-Electrical,,00:00.0,42f9e447-63c0-4e36-aa26-bc72bce46e91,8009207573,2312,WYNDHAM,,SE,WAY,, ,GRANTS PASS,OR,97527,19:47.0,BTAX-040701-07-2025,19:47.0
LIBERTY AUTOMOTIVE LLC        ,WILLIAM COX,Inside City Limits,811111,Auto-General Repair,,00:00.0,AC062FAD-951F-47B4-80DE-EAEF0B91ECE5,5419563003,520,E,,NE,ST,, ,GRANTS PASS,OR,97526,31:01.0,BTAX-042951-03-2026,31:01.0
LIEBERMAN GROUP INC, ,Inside City Limits,541611,Consulting Service,,00:00.0,17044c9a-38f5-4853-beb8-9c8161f01fc5,5417610551,1590,N,,SE,ST,, ,GRANTS PASS,OR,97526,22:06.0,BTAX-041769-09-2025,22:06.0
LIEBERMAN GROUP INC,ROBERT LIEBERMAN,Inside City Limits,541611,Consulting Service,,00:00.0,17044c9a-38f5-4853-beb8-9c8161f01fc5,5417610551,1590,N,,SE,ST,, ,GRANTS PASS,OR,97526,22:06.0,BTAX-041769-09-2025,22:06.0
LIMITLESS AUTO SALES LLC,JONATHAN LEONARD,Inside City Limits,441120,Auto-Used Car Dealer,,00:00.0,66b0fede-2d76-4b84-84f4-676be8af43e7,5417611130,317,G,,SE,ST,,,GRANTS PASS,OR,97526,13:16.0,BTAX-042652-01-2026,13:16.0
LIMITLESS AUTO SALES LLC,KALEB FISHER,Inside City Limits,441120,Auto-Used Car Dealer,,00:00.0,66b0fede-2d76-4b84-84f4-676be8af43e7,5417611130,317,G,,SE,ST,,,GRANTS PASS,OR,97526,13:16.0,BTAX-042652-01-2026,13:16.0
LIMITLESS AUTO SALES LLC,JONATHAN LEONARD,Inside City Limits,441120,Auto-Used Car Dealer,,00:00.0,66b0fede-2d76-4b84-84f4-676be8af43e7,5417611130,317,G,,SE,ST,,,GRANTS PASS,OR,97526,13:16.0,BTAX-042652-01-2026,13:16.0
LINCARE INC                   , CORPORATION-LINCARE INC       ,Inside City Limits,423450,Medical Equipment and Supplies Merchant,,00:00.0,A5F78010-A016-43C3-998B-AA65489DABE9,5417732211,3263,BIDDLE,,,RD,,,MEDFORD,OR,97504,59:49.0,BTAX-041027-07-2025,59:49.0
LINCOLN ROAD VETERINARY CLINIC, ,Inside City Limits,541940,Veterinary,LINCOLN ROAD VETERINARY LLC,00:00.0,2169e836-c326-4170-85ef-6ad14e8b9d2d,5414767769,585,LINCOLN,, ,RD,, ,GRANTS PASS,OR,97526,58:18.0,BTAX-042338-11-2025,58:18.0
LINCOLN ROAD VETERINARY CLINIC, ,Inside City Limits,541940,Veterinary,LINCOLN ROAD VETERINARY LLC,00:00.0,2169e836-c326-4170-85ef-6ad14e8b9d2d,5414767769,585,LINCOLN,, ,RD,, ,GRANTS PASS,OR,97526,58:18.0,BTAX-042338-11-2025,58:18.0
LINDA FUIDGE RENTALS,LINDA  FUIDGE,Inside City Limits,531110,Rental Units/Landlord,,00:00.0,BD79CAF6-6964-431F-B76A-77CAF7C558D5,5414795398,245,ERIC,, ,WAY,, ,GRANTS PASS,OR,97526,15:42.0,BTAX-040782-07-2025,15:42.0
LINDA HOLLINGSWORTH           ,LINDA  HOLLINGSWORTH,Inside City Limits,541211,Accountant-CPA,,00:00.0,63D586E7-1B84-46FC-B9C9-13CA6EA8D6A7,5414741372,109,PARK,,E,ST,,,GRANTS PASS,OR,97527,06:37.0,BTAX-042539-01-2026,06:37.0
LIPPARELLI RENTALS            ,DON & DONNA  LIPPARELLI,Inside City Limits,531110,Rental Units/Landlord,,00:00.0,0819F7A6-3AAA-403E-96A1-C40CAAD9ECDE,5414799872,130,TROLLVIEW,, ,RD,, ,GRANTS PASS,OR,97527,44:59.0,BTAX-041188-08-2025,44:59.0
LIPPERT'S CARPET ONE          ,WESLEY  LIPPERT,Inside City Limits,442210,Retail-Floor Coverings,,00:00.0,B34D9C85-A35D-408B-89D2-5B07C76EFF79,5414767641,1150,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,10:16.0,BTAX-041483-08-2025,10:16.0
LIQUID TECHNOLOGIES LLC      ,ROBERT WHITE,Inside City Limits,339999,Manufacturing-Misc Manufacturing,RIVER WILD BOATS,00:00.0,0EAE5986-80EE-49E4-954C-861307AE807D,5419551970,1450,M,,SE,ST,, ,GRANTS PASS,OR,97526,47:22.0,BTAX-042295-11-2025,47:22.0
LISA CALLAHAN CPNP            ,LISA  CALLAHAN,Inside City Limits,621111,Medical-Physician,,00:00.0,5C8F762A-4632-4EF6-B2EF-7422DBA02B9B,5414720021,1601,6TH,,NE,ST,, ,GRANTS PASS,OR,97526,14:02.0,BTAX-042266-11-2025,14:02.0
LISA DIONNE LLC               , CLARK & HORBAN                ,Inside City Limits,812112,Beauty Salon,,00:00.0,26287BD6-F87F-4D22-A2AD-33B7349E4590,5412269828,223,HILLCREST,,NE,DR,,,GRANTS PASS,OR,97526,51:40.0,BTAX-042840-02-2026,51:40.0
LITHIA'S GRANTS PASS AUTO CENT,R BRAD  GRAY,Inside City Limits,441110,Auto-New Car Dealer,,00:00.0,A2B5DEDE-FF5D-4944-AB86-709A17941DC5,5414766684,1421,6TH,,NE,ST,, ,GRANTS PASS,OR,97526,23:49.0,BTAX-042324-11-2025,23:49.0
LITTLE SPROUTS PRESCHOOL      ,TERRESA  MUSSER,Inside City Limits,624410,Child Day Care,,00:00.0,4D98D7D9-8AAB-410C-8FC8-207E5BDB5697,5414711628,736,8TH,,NE,ST,, ,GRANTS PASS,OR,97526,56:30.0,BTAX-040816-07-2025,56:30.0
LLOYD'S QUALITY LANDSCAPE & MAINTENANCE,LLOYD  GEURIN,Inside City Limits,561730,Yard Services,,00:00.0,50EC68F2-6CA1-49E2-BA0E-30C1DB3A8078,5414745656,4888,JEROME PRAIRIE ,,,RD,, ,GRANTS PASS,OR,97527,52:47.0,BTAX-042157-10-2025,52:47.0
LOCAL BOYS AUTO SALES LLC     ,LUKE FRANKEL,Inside City Limits,441120,Auto-Used Car Dealer,,00:00.0,23C46E2E-B602-4E92-A7EF-13C4EDC1D373,5417616168,414,F,,NE,ST,, ,GRANTS PASS,OR,97526,12:29.0,BTAX-042122-10-2025,12:29.0
LOGAN DESIGN INC              ,LISA  WOODRUFF,Inside City Limits,238990,Sign Installation/Painting,,00:00.0,B6737FAF-8B61-4565-8872-51B958FCD545,5414747127,707,7TH,,SE,ST,,,GRANTS PASS,OR,97526,12:23.0,BTAX-042254-11-2025,12:23.0
LOOK SHARP,PARKER PASTRELL,Inside City Limits,561720,Window Cleaning Service,,00:00.0,4816f9da-1243-4a27-adf3-be44d4b0d270,,309,KENNEDY,,SW,WAY,,,GRANTS PASS,OR,97526,59:01.0,BTAX-040412-05-2025,59:01.0
LOS POSTRES ICE CREAM AND MORE, ,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,,00:00.0,354416aa-31da-478d-a62b-2d8c11cc316a,7023368795,202,REDWOOD,, ,HWY,,STE B,GRANTS PASS,OR,97527,51:27.0,BTAX-040960-07-2025,51:27.0
LOS POSTRES ICE CREAM AND MORE,GABRIELA GUIZAR,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,,00:00.0,354416aa-31da-478d-a62b-2d8c11cc316a,7023368795,202,REDWOOD,, ,HWY,,STE B,GRANTS PASS,OR,97527,51:27.0,BTAX-040960-07-2025,51:27.0
LOS TAQUITOS, ,Inside City Limits,722511,Restaurant,,00:00.0,5d1ccc07-7308-43d1-9269-f06f7875ab28,4582129931,304,AGNESS,,NE,AVE,,SUITE C,GRANTS PASS,OR,97526,06:01.0,BTAX-041602-09-2025,06:01.0
LOS TAQUITOS,JORGE AGUILAR,Inside City Limits,722511,Restaurant,,00:00.0,5d1ccc07-7308-43d1-9269-f06f7875ab28,4582129931,304,AGNESS,,NE,AVE,,SUITE C,GRANTS PASS,OR,97526,06:01.0,BTAX-041602-09-2025,06:01.0
LOST CREEK LLC,    ,Inside City Limits,722513,Limited-Service Restaurant,LUCKY LIZARD 2,00:00.0,a12b69fa-02c0-4a96-8cde-0dfe03fcd174,5414653966,261,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,25:06.0,BTAX-042508-12-2025,25:06.0
LOST CREEK LLC,    ,Inside City Limits,722513,Limited-Service Restaurant,MARIO'S 2,NULL,8bee6ec7-5f5f-4a7d-a2ef-d86107e93b86,5414653966,1889,7TH,,NE,ST,,,GRANTS PASS,OR,97526,22:31.0,BTAX-042507-12-2025,22:31.0
LOST CREEK LLC,    ,Inside City Limits,722513,Limited-Service Restaurant,RIVER CITY,NULL,4df32530-7b4f-4a45-bfed-262d7db2fc97,5414653966,150,K,,SE,ST,, ,GRANTS PASS,OR,97526,27:15.0,BTAX-042509-12-2025,27:15.0
LOST CREEK LLC,    ,Inside City Limits,722513,Limited-Service Restaurant,PURPLE PARROT #4,NULL,297e6659-3ad2-4ee0-ac84-a0fc46ad16e6,5414653966,145,J,,SE,ST,,,GRANTS PASS,OR,97526,29:54.0,BTAX-042510-12-2025,29:54.0
"LOST RIVER HAY CO, LLC","TIM PARKS, CHANDLER O'GRADY ANGELA BENNETT",Inside City Limits,111940,Farming-Hay,,00:00.0,1220d526-1d58-4e8b-b1a9-2a4f68a27c4c,5418913324,2475,WILLIAMS,, ,HWY,, ,GRANTS PASS,OR,97527,33:40.0,BTAX-042403-12-2025,33:40.0
LOUIE MARTIN CONSTRUCTION LLC,LOUIS MARTIN CHERYL MARTIN,Inside City Limits,238190,Contractor-General/Building Exterior,,00:00.0,b41471ee-5916-459b-b0b1-a0bf07f00194,5416608847,811,A,,NE,ST,, ,GRANTS PASS,OR,97526,05:21.0,BTAX-042841-02-2026,05:21.0
"LOVELACE PROPERTIES, LLC",WILLIAM LOVELACE,Inside City Limits,238190,Contractor-General/Building Exterior,"LOVELACE PROPERTIES, LLC",00:00.0,2D83D95E-0FF0-487C-936E-DF6C5DF94A35,5414792112,910,D,,NE,ST,,SUITE 103,GRANTS PASS,OR,97526,34:26.0,BTAX-040710-07-2025,34:26.0
LOVELACE PROPERTIES/HARBECK VILLAGE, ,Inside City Limits,531311,Property Management,HARBECK VILLAGE APARTMENTS,00:00.0,461B9376-675A-4797-BA87-1315704E99C7,5414795520,1760,HARBECK,,,Rd,, ,GRANTS PASS,OR,97527,15:51.0,BTAX-041156-08-2025,15:51.0
LOWE FAMILY ENTERPRISES LLC  ,JAMES  LOWE,Inside City Limits,561499,Business Support Services-Misc,,00:00.0,D55CE392-4EC6-4F3C-A59A-0FA3DE4ACD6B,5416605035,3149,SOUTH RIVER,, ,RD,, ,GRANTS PASS,OR,97527,01:22.0,BTAX-042599-01-2026,01:22.0
"LRG RESTAURANT GROUP, LLC", ,Inside City Limits,722511,Restaurant,KENTUCKY FRIED CHICKEN,00:00.0,7fa9836c-ca23-4d7d-9280-06d7de151552,5412734639,280,BEACON,,NE,DR,, ,GRANTS PASS,OR,97526,10:52.0,BTAX-042516-12-2025,10:52.0
"LRG RESTAURANT GROUP, LLC", ,Inside City Limits,722511,Restaurant,KENTUCKY FRIED CHICKEN,00:00.0,7fa9836c-ca23-4d7d-9280-06d7de151552,5412734639,280,BEACON,,NE,DR,, ,GRANTS PASS,OR,97526,10:52.0,BTAX-042516-12-2025,10:52.0
LUCKY FEET SPA,YUPENG SUN,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,0c7492d0-a8c3-4a9d-909c-04f422528850,5417586996,1618,WILLIAMS,,,Hwy,,,GRANTS PASS,OR,97527,13:35.0,BTAX-040203-04-2025,13:35.0
LUCKY FEET SPA, ,Inside City Limits,621399,Medical-Massage Therapy,,00:00.0,0c7492d0-a8c3-4a9d-909c-04f422528850,5417586996,1618,WILLIAMS,,,Hwy,,,GRANTS PASS,OR,97527,13:35.0,BTAX-040203-04-2025,13:35.0
LUMEN TECHNOLOGIES,LUMEN/CENTURY LINK TECHNOLOGIES,Outside City Limits,517110,Telecommunication-Wireless Carrier,CENTURYLINK,00:00.0,5665E7CE-99CD-4419-9223-6E7CAC1D03F2,7208881000,205,MILL,,NE,ST,,,GRANTS PASS,OR,97526,38:02.0,BTAX-042201-11-2025,38:02.0
LUNG CLINIC - CENTER FOR SLEEP MEDICINE INC,CARLOS & CLAUDIA  MARCHINI,Inside City Limits,621111,Medical-Physician,,00:00.0,3F92F42D-E417-4886-9B5A-1E1BDDCD7393,5414716026,874,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,41:20.0,BTAX-040693-07-2025,41:20.0
LYLE'S BARBER SHOP            ,BRIAN  MAZE,Inside City Limits,812111,Barber Shop,,00:00.0,BF9C11B3-8590-4075-AEDC-3BB996BD5DF4,,916,6TH,,SW,ST,, ,GRANTS PASS,OR,97526,48:27.0,BTAX-040703-07-2025,48:27.0
LYNN'S TRANSCRIPTION SERVICE  ,LYNN  VAN COUVERING,Inside City Limits,541990,Professional-Misc,,00:00.0,44320D5A-C105-44A2-B29F-139C1FE124DB,5419556661,1303,MARCY LOOP,,,RD,,,GRANTS PASS,OR,97527,12:04.0,BTAX-042618-01-2026,12:04.0
M & M SERVICES LLC,TODD  MARTHOSKI,Outside City Limits,238990,Contractor-Trade/Specialty,,00:00.0,6D5DC855-9F1C-4561-9FA9-78DDE4500940,5416188536,38,STAGE,,S,RD,,,MEDFORD,OR,97501,22:21.0,BTAX-040142-04-2025,22:21.0
M STREET MARKET               ,DAVID  WILLIAMS,Inside City Limits,452990,Retail-General Merchandise ,,00:00.0,F87F6D6C-1F60-466E-94A4-739C42B46D79,5414797506,1024,M,,SE,ST,,A,GRANTS PASS,OR,97526,20:30.0,BTAX-041703-09-2025,20:30.0
