CompanyName,ContactName,Location,CodeNumber,BusinessType,dba,OpenedDate,BLGLOBALENTITYEXTENSIONID,BusinessPhone,ADDRESSLINE1,ADDRESSLINE2,ADDRESSLINE3,PREDIRECTION,STREETTYPE,POSTDIRECTION,UNITORSUITE,CITY,STATE,POSTALCODE,ISSUEDDATE,LICENSENUMBER,EXPIRATIONDATE
"MARK TOWNES RENTALS           ",MARK  TOWNES,Inside City Limits,531110,Rental Units/Landlord,,2008-07-01 00:00:00.000,B359301E-229B-4686-8648-071A1B1B8D8D,5416592871,97981,HAZY,,,LN,,,BROOKINGS,OR,97415,2026-03-09 08:44:50.000,BTAX-042908-03-2026,2027-03-31 08:44:50.000
"MARKLAN LINNEMEYER LMT       ",MARKLAN  LINNEMEYER,Inside City Limits,621111,Medical-Physician,,2004-01-01 00:00:00.000,F5F75430-A3FD-4768-9D73-441F7F03EECF,5416595362,1829,NEBRASKA,,NE,AVE,,,GRANTS PASS,OR,97527,2025-07-11 12:08:23.000,BTAX-040683-07-2025,2026-07-31 12:08:23.000
"MARQUESS & ASSOCIATES         ","RANDY CLEVELAND               ",Outside City Limits,541611,Consulting Service,,2006-09-01 00:00:00.000,17D93FA3-F550-4D68-BB69-872B7C2FD8CD,5417727115,PO BOX 490,,,,,,,MEDFORD,OR,97501,2025-08-19 09:21:21.000,BTAX-041355-08-2025,2026-08-31 09:21:21.000
MARRIAH BERMEA,MARRIAH  BERMEA,Outside City Limits,561720,Janitorial Services,,2018-06-14 00:00:00.000,9ba07e25-9148-4bc9-bc4a-d0bac6ded71e,5413140557,1799,SUMMIT LOOP,,,,,,GRANTS PASS,OR,97527,2025-04-22 12:01:32.000,BTAX-040241-04-2025,2026-04-30 12:01:32.000
MARRIAH BERMEA,ALEJANDRO BERMEA,Outside City Limits,561720,Janitorial Services,,2018-06-14 00:00:00.000,9ba07e25-9148-4bc9-bc4a-d0bac6ded71e,5413140557,1799,SUMMIT LOOP,,,,,,GRANTS PASS,OR,97527,2025-04-22 12:01:32.000,BTAX-040241-04-2025,2026-04-30 12:01:32.000
"MARTY'S TREE SERVICE          ",MARTIN  HERTLER,Outside City Limits,238990,Contractor-Trade/Specialty,,1996-01-01 00:00:00.000,CF3C91AC-C616-4587-890A-52B0D2EDD654,5415974610,PO BOX 67,,,,,,,SELMA,OR,97538,2025-09-26 14:53:53.000,BTAX-041891-09-2025,2026-09-30 14:53:53.000
MARY'S CLEANING SERVICE," ",Inside City Limits,561720,Cleaning Service,,2018-04-11 00:00:00.000,f26455d5-0884-45e0-a7e9-f168f2b9a8e7,5414500244,1200,MARCUS,," ",WAY,," ",GRANTS PASS,OR,97527,2025-08-19 12:26:37.000,BTAX-041399-08-2025,2026-08-31 12:26:37.000
MARY'S CLEANING SERVICE,MARY GARESE,Inside City Limits,561720,Cleaning Service,,2018-04-11 00:00:00.000,f26455d5-0884-45e0-a7e9-f168f2b9a8e7,5414500244,1200,MARCUS,," ",WAY,," ",GRANTS PASS,OR,97527,2025-08-19 12:26:37.000,BTAX-041399-08-2025,2026-08-31 12:26:37.000
"MARZI, INC                    ",DUANE & BELINDA  MARZI,Inside City Limits,339999,Manufacturing-Misc Manufacturing,MARZI SINK FACTORY,2005-01-17 00:00:00.000,F023BCC1-2CBA-4511-82FA-0750D6F73153,5414745030,2207,"SPALDING ",,NE,AVE,,,GRANTS PASS,OR,97526,2025-08-18 14:23:00.000,BTAX-041324-08-2025,2026-07-31 14:23:00.000
MAS QUE CHIMI," ",Inside City Limits,722511,Restaurant,,2023-08-30 00:00:00.000,058aaae3-97e4-4235-99da-2fba718f0bd0,5414256020,1561,F,,NE,ST,,,GRANTS PASS,OR,97526,2025-08-12 16:54:37.000,BTAX-041210-08-2025,2026-08-31 16:54:37.000
MAS QUE CHIMI,TERANGY PENA,Inside City Limits,722511,Restaurant,,2023-08-30 00:00:00.000,058aaae3-97e4-4235-99da-2fba718f0bd0,5414256020,1561,F,,NE,ST,,,GRANTS PASS,OR,97526,2025-08-12 16:54:37.000,BTAX-041210-08-2025,2026-08-31 16:54:37.000
MASSAGE BY RUE,RUE LYON,Inside City Limits,621399,Medical-Massage Therapy,,2017-09-07 00:00:00.000,fa6e2772-2199-4424-9095-a9815847120b,5414764616,"560 ",F,SUITE A PMB 459,NE,ST,,,GRANTS PASS,OR,97526,2026-01-26 14:57:29.000,BTAX-042691-01-2026,2027-01-31 14:57:29.000
MASSAGE BY RUE," ",Inside City Limits,621399,Medical-Massage Therapy,,2017-09-07 00:00:00.000,fa6e2772-2199-4424-9095-a9815847120b,5414764616,"560 ",F,SUITE A PMB 459,NE,ST,,,GRANTS PASS,OR,97526,2026-01-26 14:57:29.000,BTAX-042691-01-2026,2027-01-31 14:57:29.000
MASSAGE ON F STREET," ",Inside City Limits,621399,Medical-Massage Therapy,,2016-01-25 00:00:00.000,3036d6fd-b2be-4e44-89d0-18e193d6ac52,5419723568,226,F,,NW,ST,," ",GRANTS PASS,OR,97526,2026-02-24 09:25:17.000,BTAX-042833-02-2026,2027-02-28 09:25:17.000
MASSAGE ON F STREET,GRAEME CLARK,Inside City Limits,621399,Medical-Massage Therapy,,2016-01-25 00:00:00.000,3036d6fd-b2be-4e44-89d0-18e193d6ac52,5419723568,226,F,,NW,ST,," ",GRANTS PASS,OR,97526,2026-02-24 09:25:17.000,BTAX-042833-02-2026,2027-02-28 09:25:17.000
MASTER CLEANING SERVICES INC,KARL & CYNTHIA  HAMASU,Outside City Limits,238190,Contractor-General/Building Exterior,SERVICEMASTER OF MEDFORD,1983-01-01 00:00:00.000,D6F6BFDE-FBCA-42D2-A53E-E2D0D9436857,5417739559,531,PARSONS,,,DR,,,MEDFORD,OR,97501,2025-08-19 11:19:05.000,BTAX-041384-08-2025,2026-08-31 11:19:05.000
"MASTERBRAND CABINETS INC     "," FORTUNE BRANDS HOME & SECURITY",Inside City Limits,321999,Manufacturing-Wood Products,,2004-03-11 00:00:00.000,7CCD7230-658A-472C-9C00-8A32D3446EE0,5419568200,251,LITTLE FALLS,,,DR,,,WILMINGTON,DE,19808,2025-11-04 10:04:15.000,BTAX-042197-11-2025,2026-11-30 10:04:15.000
"MATHEW TIBBITS PLUMBING       ",MATHEW TIBBITS,Outside City Limits,238220,Plumber,,2008-01-22 00:00:00.000,9248DC06-5979-4893-ADB2-CF20149EAE3B,5416602293,2366,"DOWELL ",,,RD,,,GRANTS PASS,OR,97527,2026-02-24 12:08:24.000,BTAX-042836-02-2026,2026-10-31 12:08:24.000
"MATICHAK HEATING & COOLING    ",DOUGLAS  MATICHAK,Outside City Limits,238220,Contractor-HVAC Services,,2011-07-01 00:00:00.000,FFA4AF75-E32E-4646-9575-B2E4409CE76E,5417724910,265,QUEENS BRANC,,,RD,,,ROGUE RIVER,OR,97537,2025-08-14 15:35:32.000,BTAX-041283-08-2025,2026-08-31 15:35:32.000
"MATSUKAZE                     ","GRACE, JON & ANTHONY TAMASHIRO",Inside City Limits,722511,Restaurant,,1984-08-01 00:00:00.000,03C9252A-AF88-408B-AED4-E5C5D7E8AC56,5414792961,1675,"7TH ",,NE,ST,,,GRANTS PASS,OR,97526,2025-07-31 11:56:26.000,BTAX-041045-07-2025,2026-07-31 11:56:26.000
"MATTHEW M HILL DMD       ",MATTHEW HILL,Inside City Limits,621210,Medical-Dentist,,1997-01-01 00:00:00.000,2B26A640-3178-4376-8B0B-D9DA1BEE3557,5414767725,114,JACKSON,,NE,ST,,,GRANTS PASS,OR,97526,2025-07-16 10:07:36.000,BTAX-040795-07-2025,2026-07-31 10:07:36.000
MATTRESS FIRM INC,MAARTEN JAGER,Inside City Limits,442299,"Retail-Home Furnishings ",MATTRESS FIRM #510029,2016-05-17 00:00:00.000,674eb162-1c47-4851-a72e-4cbb88e1b855,5414790461,ATTE: BILLING,,3250 BRIARPARK DR ST 400,,,,,HOUSTON,TX,77042,2025-07-24 15:51:56.000,BTAX-040963-07-2025,2026-07-31 15:51:56.000
MATTRESS FIRM INC,"SCOTT THOMPSON, DOUG MANKO",Inside City Limits,442299,"Retail-Home Furnishings ",MATTRESS FIRM #510029,2016-05-17 00:00:00.000,674eb162-1c47-4851-a72e-4cbb88e1b855,5414790461,ATTE: BILLING,,3250 BRIARPARK DR ST 400,,,,,HOUSTON,TX,77042,2025-07-24 15:51:56.000,BTAX-040963-07-2025,2026-07-31 15:51:56.000
MATTRESS FIRM INC,Twila Downing,Inside City Limits,442299,"Retail-Home Furnishings ",MATTRESS FIRM #510029,2016-05-17 00:00:00.000,674eb162-1c47-4851-a72e-4cbb88e1b855,5414790461,ATTE: BILLING,,3250 BRIARPARK DR ST 400,,,,,HOUSTON,TX,77042,2025-07-24 15:51:56.000,BTAX-040963-07-2025,2026-07-31 15:51:56.000
"MAURICES INCORPORATED #2084   "," MAURICES INCORPORATED         ",Inside City Limits,448150,Retail-Clothing & Accessories,,2011-11-02 00:00:00.000,182D0BA3-8757-401A-87C9-81AFA587DE7B,5414794587,425,SUPERIOR,,W,ST,,,DULUTH,MN,55802,2025-08-26 12:41:37.000,BTAX-041570-08-2025,2026-08-31 12:41:37.000
MAYJAH FLAYVAH FOOD TRUCK,DAWN RILVERIA,Inside City Limits,722330,Food-Mobile/Ice Cream Truck,,2021-05-19 00:00:00.000,7c82d4f9-911b-493c-adb7-0244aa75e9fd,5417870410,640,D,,NE,ST,,,GRANTS PASS,OR,97526,2025-06-23 12:46:30.000,MBLFDTRK-040546-06-2025,2026-06-30 12:46:30.000
MAYJAH FLAYVAH FOOD TRUCK," ",Inside City Limits,722330,Food-Mobile/Ice Cream Truck,,2021-05-19 00:00:00.000,7c82d4f9-911b-493c-adb7-0244aa75e9fd,5417870410,640,D,,NE,ST,,,GRANTS PASS,OR,97526,2025-06-23 12:46:30.000,MBLFDTRK-040546-06-2025,2026-06-30 12:46:30.000
MCDONALD'S OF GRANTS PASS #3318,GENE  HILL,Inside City Limits,722513,Limited-Service Restaurant,,2009-09-23 00:00:00.000,D0B9ADDA-AEAB-4B2F-8893-FC6320DB9370,5414796333,49,4TH,,S,ST,,,CENTRAL POINT,OR,97502,2025-02-11 10:34:56.000,BTAX-039870-02-2025,2026-02-28 10:34:56.000
"MCINTYRE CONSTRUCTION INC    ",WILLIAM & KRISTY MCINTYRE,Outside City Limits,238190,Contractor-General/Building Exterior,,2003-12-22 00:00:00.000,DAA1FAE8-F87B-4945-9385-FFB57E92E540,5416872841,91,DANEBO,,S,AVE,,,EUGENE,OR,97402,2025-08-18 16:10:46.000,BTAX-041348-08-2025,2026-08-31 16:10:46.000
"MCKENNA HOMES LLC            ",MARTIN MCKENNA,Outside City Limits,531110,Rental Units/Landlord,,2003-03-01 00:00:00.000,114BF36B-6323-4B1A-B28D-15AF2718F071,5414767030,PO BOX 5642,,,,,,,GRANTS PASS,OR,97527,2025-09-18 13:46:40.000,BTAX-041824-09-2025,2026-08-31 13:46:40.000
"MCLANE PROPERTIES             ",DONNA  MCLANE,Outside City Limits,531110,Rental Units/Landlord,,2008-01-08 00:00:00.000,60A19054-CE04-400E-B850-B4173BF01331,5416650950,PO BOX 936,,,,,,,GOLD HILL,OR,97525,2025-11-10 10:37:17.000,BTAX-042247-11-2025,2026-09-30 10:37:17.000
MCNAMARA'S PAINTING,GERALD MCNAMARA,Outside City Limits,238320,Painting & Wall Covering,,2022-10-18 00:00:00.000,1bfce4dc-848d-47a3-8833-149551c8dfbf,7607171938,PO BOX 854,,,,,,,ROGUE RIVER,OR,97537,2025-09-16 15:44:23.000,BTAX-041773-09-2025,2026-09-30 15:44:23.000
MDS CONTRACTING LLC,JAIME SNYDER,Outside City Limits,238190,Contractor-General/Building Exterior,,2017-12-29 00:00:00.000,72042441-2fc3-4f3a-8736-a610f6237564,5416603359,4824,GLEN ECHO,,,WAY,,,CENTRAL POINT,OR,97502,2025-08-22 11:38:18.000,BTAX-041506-08-2025,2026-08-31 11:38:18.000
MDS CONTRACTING LLC,MATTHEW SNYDER,Outside City Limits,238190,Contractor-General/Building Exterior,,2017-12-29 00:00:00.000,72042441-2fc3-4f3a-8736-a610f6237564,5416603359,4824,GLEN ECHO,,,WAY,,,CENTRAL POINT,OR,97502,2025-08-22 11:38:18.000,BTAX-041506-08-2025,2026-08-31 11:38:18.000
MDS CONTRACTING LLC," ",Outside City Limits,238190,Contractor-General/Building Exterior,,2017-12-29 00:00:00.000,72042441-2fc3-4f3a-8736-a610f6237564,5416603359,4824,GLEN ECHO,,,WAY,,,CENTRAL POINT,OR,97502,2025-08-22 11:38:18.000,BTAX-041506-08-2025,2026-08-31 11:38:18.000
MEADE SURVEYING LLC," ",Inside City Limits,541370,Surveying/Mapping Services,,2021-08-14 00:00:00.000,8dc1b3d1-c7d9-4d3f-8978-f4f84b8a0903,5412441871,233,B,,NE,ST,,200,GRANTS PASS,OR,97526,2025-10-20 15:38:21.000,BTAX-042076-10-2025,2026-10-31 15:38:21.000
MEADE SURVEYING LLC,DANE MEADE,Inside City Limits,541370,Surveying/Mapping Services,,2021-08-14 00:00:00.000,8dc1b3d1-c7d9-4d3f-8978-f4f84b8a0903,5412441871,233,B,,NE,ST,,200,GRANTS PASS,OR,97526,2025-10-20 15:38:21.000,BTAX-042076-10-2025,2026-10-31 15:38:21.000
"MEADOW OUTDOOR ADVERTISING    ","CHRIS, JOE & JOHN  ZUKIN",Outside City Limits,238990,Sign Installation/Painting,,2003-05-21 00:00:00.000,3ED90792-09E9-4157-BC76-700F695FA635,5412969684,PO BOX 331,,,,,,,THE DALLES,OR,97058,2025-07-18 16:32:10.000,BTAX-040840-07-2025,2026-07-31 16:32:10.000
MEC DISABILITIES,NIKKI SANGER,Inside City Limits,813990,Organization-Misc,,2022-08-01 00:00:00.000,7e6f472c-68de-4944-80a1-712da01a3ad7,5417871200,PO BOX 463,,,,,,,"GRANTS PASS ",OR,97528,2025-08-28 16:29:02.000,BTAX-041590-08-2025,2026-08-31 16:29:02.000
"MEDICAL EYE CENTER            ","JORIZZO, IMPERIA, OLIVIA & LEMLEY",Inside City Limits,621320,Medical-Optometrist,,1994-01-18 00:00:00.000,B310E012-39BD-45A8-AB6E-88E4C35492AA,5416181421,881,7TH,,NE,ST,,,GRANTS PASS,OR,97526,2025-10-10 11:20:34.000,BTAX-041993-10-2025,2026-10-31 11:20:34.000
"MEDICAL OFFICE MAINTENANCE    ",LEONARD ARIAS,Inside City Limits,561720,Janitorial Services,,2002-10-30 00:00:00.000,D2CEC891-189E-480C-A28D-D9107442C529,5419557167,366,INTERVAL,,W,RD,,,GRANTS PASS,OR,97527,2026-01-02 15:14:13.000,BTAX-042544-01-2026,2026-12-31 15:14:13.000
"MEL ATKINS RENTALS       ",MEL  ATKINS,Inside City Limits,531110,Rental Units/Landlord,,2005-10-13 00:00:00.000,16FB20C3-E57F-425F-82B5-EEF9947EA342,5416595577,757,"KINNEY ",,NW,ST,,,GRANTS PASS,OR,97526,2025-09-05 11:49:06.000,BTAX-041651-09-2025,2026-09-30 11:49:06.000
MELISSA RINGER," ",Outside City Limits,541990,Professional-Misc,,2018-07-24 00:00:00.000,991122b9-1f49-4404-af7e-4248e7d10106,5415077778,5788,RIVERBANKS,,,RD,,,GRANTS PASS,OR,97527,2025-10-01 15:32:46.000,BTAX-041675-09-2025,2026-09-30 15:32:46.000
MELISSA RINGER,LEIDY MELISSA RINGER,Outside City Limits,541990,Professional-Misc,,2018-07-24 00:00:00.000,991122b9-1f49-4404-af7e-4248e7d10106,5415077778,5788,RIVERBANKS,,,RD,,,GRANTS PASS,OR,97527,2025-10-01 15:32:46.000,BTAX-041675-09-2025,2026-09-30 15:32:46.000
MERAKI TRANSPORT CORP," ",Outside City Limits,485310,Transportation-Taxi,,2017-07-17 00:00:00.000,228b9c0b-30d6-45f1-bdd6-0a61260386a6,5419162520,305,ENTERPRISE,,,AVE,,,MERLIN,OR,97532,2025-08-12 12:47:03.000,TAXICO-041178-08-2025,2026-07-31 12:47:03.000
MERAKI TRANSPORT CORP,RANDY NICHOLSON,Outside City Limits,485310,Transportation-Taxi,,2017-07-17 00:00:00.000,228b9c0b-30d6-45f1-bdd6-0a61260386a6,5419162520,305,ENTERPRISE,,,AVE,,,MERLIN,OR,97532,2025-08-12 12:47:03.000,TAXICO-041178-08-2025,2026-07-31 12:47:03.000
MERAKI TRANSPORT CORP,RONALD NICHOLSON,Outside City Limits,485310,Transportation-Taxi,,2017-07-17 00:00:00.000,228b9c0b-30d6-45f1-bdd6-0a61260386a6,5419162520,305,ENTERPRISE,,,AVE,,,MERLIN,OR,97532,2025-08-12 12:47:03.000,TAXICO-041178-08-2025,2026-07-31 12:47:03.000
MERISSA BURDEN," ",Inside City Limits,812112,Beauty Salon,,2020-05-19 00:00:00.000,ee799435-6968-4a1a-acca-6e854fa259de,5416596363,1931,REGINA,,,WAY,,,GRANTS PASS,OR,97527,2025-08-12 14:51:13.000,BTAX-041192-08-2025,2026-08-31 14:51:13.000
MERISSA BURDEN,MERISSA BURDEN,Inside City Limits,812112,Beauty Salon,,2020-05-19 00:00:00.000,ee799435-6968-4a1a-acca-6e854fa259de,5416596363,1931,REGINA,,,WAY,,,GRANTS PASS,OR,97527,2025-08-12 14:51:13.000,BTAX-041192-08-2025,2026-08-31 14:51:13.000
"MERLE SMITH RENTALS           ",MERLE  SMITH,Outside City Limits,531110,Rental Units/Landlord,,1990-04-01 00:00:00.000,011D7170-1BD7-4446-B50F-88E0F8169F50,5413016996,C/O CENTURY 21 JC JONES AMERICAN DREAM,,858 NW 6TH ST,,,,,GRANTS PASS,OR,97526,2025-08-19 11:10:51.000,BTAX-041380-08-2025,2026-08-31 11:10:51.000
"MET ONE INSTRUMENTS INC       ",THOMAS  POTTBERG,Inside City Limits,339999,Manufacturing-Misc Manufacturing,,1989-06-22 00:00:00.000,39B8FCF7-CE00-426C-9BE0-825211DF48AF,3108490022,1600,WASHINGTON,,NW,BLVD,,,GRANTS PASS,OR,97526,2025-08-14 14:50:36.000,BTAX-041264-08-2025,2026-08-31 14:50:36.000
"META PHYSICAL THERAPY & PILATES, LLC"," ",Inside City Limits,621340,Physical Therapy,,2022-05-01 00:00:00.000,4502b7c9-51f1-4b5d-97f9-2c568881d08a,5414502724,714,5TH,,NW,ST,,,GRANTS PASS,OR,97526,2025-05-19 11:14:44.000,BTAX-040382-05-2025,2026-05-31 11:14:44.000
"META PHYSICAL THERAPY & PILATES, LLC",HEATHER HUCKERT,Inside City Limits,621340,Physical Therapy,,2022-05-01 00:00:00.000,4502b7c9-51f1-4b5d-97f9-2c568881d08a,5414502724,714,5TH,,NW,ST,,,GRANTS PASS,OR,97526,2025-05-19 11:14:44.000,BTAX-040382-05-2025,2026-05-31 11:14:44.000
METAL AIR LLC," ",Outside City Limits,238220,Contractor-HVAC Services,,2016-09-21 00:00:00.000,f4c0b9c3-37ab-452e-aa92-3a8781361e79,5419559335,7350,NEW HOPE,,,RD,,,GRANTS PASS,OR,97527,2025-07-14 09:10:49.000,BTAX-040699-07-2025,2026-07-31 09:10:49.000
METAL AIR LLC,PATRICK BERNARD,Outside City Limits,238220,Contractor-HVAC Services,,2016-09-21 00:00:00.000,f4c0b9c3-37ab-452e-aa92-3a8781361e79,5419559335,7350,NEW HOPE,,,RD,,,GRANTS PASS,OR,97527,2025-07-14 09:10:49.000,BTAX-040699-07-2025,2026-07-31 09:10:49.000
METAL AIR LLC,LEAH BERNARD,Outside City Limits,238220,Contractor-HVAC Services,,2016-09-21 00:00:00.000,f4c0b9c3-37ab-452e-aa92-3a8781361e79,5419559335,7350,NEW HOPE,,,RD,,,GRANTS PASS,OR,97527,2025-07-14 09:10:49.000,BTAX-040699-07-2025,2026-07-31 09:10:49.000
METAL FINISHER'S INC," ",Inside City Limits,339999,Manufacturing-Misc Manufacturing,,2016-07-14 00:00:00.000,1a0a4538-cc51-418b-9f5f-3b91268abdbc,5414791334,110,BOOTH,,SW,ST,,,GRANTS PASS,OR,97526,2025-07-11 11:46:28.000,BTAX-040682-07-2025,2026-07-31 11:46:28.000
METAL FINISHER'S INC,WILLIAM HODGE,Inside City Limits,339999,Manufacturing-Misc Manufacturing,,2016-07-14 00:00:00.000,1a0a4538-cc51-418b-9f5f-3b91268abdbc,5414791334,110,BOOTH,,SW,ST,,,GRANTS PASS,OR,97526,2025-07-11 11:46:28.000,BTAX-040682-07-2025,2026-07-31 11:46:28.000
METAL FINISHER'S INC,ROBERT HODGE,Inside City Limits,339999,Manufacturing-Misc Manufacturing,,2016-07-14 00:00:00.000,1a0a4538-cc51-418b-9f5f-3b91268abdbc,5414791334,110,BOOTH,,SW,ST,,,GRANTS PASS,OR,97526,2025-07-11 11:46:28.000,BTAX-040682-07-2025,2026-07-31 11:46:28.000
"METAL MASTERS INC            "," ",Outside City Limits,238220,Contractor-HVAC Services,,1996-11-12 00:00:00.000,BF4480C8-AEC3-4D1A-8CEB-28BDE0E79CAC,5417791049,PO BOX 503129,,,,,,,WHITE CITY,OR,97503,2026-01-05 14:09:57.000,BTAX-042559-01-2026,2026-12-31 14:09:57.000
MEYER SIGN COMPANY OF OREGON INC,DENNIS  MEYER,Outside City Limits,238990,Sign Installation/Painting,,2008-09-29 00:00:00.000,269D9F65-C3A8-436C-981F-A050BFE244BA,5036208200,15205,"74TH ",,SW,AVE,,,PORTLAND,OR,97224,2026-02-03 16:30:51.000,BTAX-042731-02-2026,2027-02-28 16:30:51.000
MICELANEA NEZA," ",Inside City Limits,445110,Food-Grocery Store,,2019-03-08 00:00:00.000,0d7145e8-16ad-404b-bc3f-8771196cd8be,5415071238,558,F,,NE,ST,,#1,GRANTS PASS,OR,97526,2026-03-16 12:09:59.000,BTAX-042973-03-2026,2027-03-31 12:09:59.000
MICELANEA NEZA,ALBA RAMIREZ ESLAMA,Inside City Limits,445110,Food-Grocery Store,,2019-03-08 00:00:00.000,0d7145e8-16ad-404b-bc3f-8771196cd8be,5415071238,558,F,,NE,ST,,#1,GRANTS PASS,OR,97526,2026-03-16 12:09:59.000,BTAX-042973-03-2026,2027-03-31 12:09:59.000
"MICHAEL BYRNE RENTALS         ",MICHAEL  BYRNE,Inside City Limits,531110,Rental Units/Landlord,,1992-05-01 00:00:00.000,6C7EA0EC-2FB0-4119-8D6B-76581961322E,5416590897,PO BOX 595,,,,,,,GRANTS PASS,OR,97528,2025-11-13 12:12:18.000,BTAX-042280-11-2025,2026-11-30 12:12:18.000
MICHAEL JAMES SUTHANN CONSTRUCTION," ",Inside City Limits,238190,Contractor-General/Building Exterior,,2020-06-15 00:00:00.000,b2caaa36-2eac-434d-a06e-4708225ac469,,2897,WALNUT,,,AVE,,,GRANTS PASS,OR,97527,2025-08-12 09:50:23.000,BTAX-041167-08-2025,2026-07-31 09:50:23.000
MICHAEL JAMES SUTHANN CONSTRUCTION,MICHAEL JAMES SUTHANN,Inside City Limits,238190,Contractor-General/Building Exterior,,2020-06-15 00:00:00.000,b2caaa36-2eac-434d-a06e-4708225ac469,,2897,WALNUT,,,AVE,,,GRANTS PASS,OR,97527,2025-08-12 09:50:23.000,BTAX-041167-08-2025,2026-07-31 09:50:23.000
"MICHAEL LIAM REYNOLDS, DDS, LLC"," ",Inside City Limits,621210,Medical-Dentist,REYNOLDS FAMILY DENTISTRY,2019-08-08 00:00:00.000,4025ed36-6c6c-4290-8eee-38df9ebdfdc2,5414717062,2954,SISKIYOU,,,BLVD,,,MEDFORD,OR,97504,2025-08-19 11:43:18.000,BTAX-041391-08-2025,2026-08-31 11:43:18.000
"MICHAEL LIAM REYNOLDS, DDS, LLC",MICHAEL L. REYNOLDS,Inside City Limits,621210,Medical-Dentist,REYNOLDS FAMILY DENTISTRY,2019-08-08 00:00:00.000,4025ed36-6c6c-4290-8eee-38df9ebdfdc2,5414717062,2954,SISKIYOU,,,BLVD,,,MEDFORD,OR,97504,2025-08-19 11:43:18.000,BTAX-041391-08-2025,2026-08-31 11:43:18.000
MICHAEL S SAFKO PSY D,MICHAEL SAFKO,Inside City Limits,621112,Medical-Mental Health Specialist,,2003-06-06 00:00:00.000,A1B2FF55-DA3D-4E96-8589-E5289F9ED0FF,5414718840,777,7TH,,NE,ST,,SUITE 108,GRANTS PASS,OR,97526,2025-09-09 12:18:09.000,BTAX-041702-09-2025,2026-09-30 12:18:09.000
"MICHAEL'S PLUMBING NW INC     ",MICHAEL & MEGAN  TOCH,Inside City Limits,238220,Plumber,,1993-03-01 00:00:00.000,E2190A0C-CFEB-40DC-878D-6643D31FD60B,5416607490,1285,OJAI,,,AVE,,,GRANTS PASS,OR,97527,2025-07-14 16:20:03.000,BTAX-040730-07-2025,2026-07-31 16:20:03.000
"MICHELLE TORREZ LMT           ",MICHELLE  TORREZ,Inside City Limits,621399,Medical-Massage Therapy,,2010-10-18 00:00:00.000,04E1223C-DBB3-471D-AB57-0573674D9289,5412615027,2848,PLEASANT CREEK,,,RD,,,ROGUE RIVER,OR,97537,2025-07-01 14:21:30.000,BTAX-040594-07-2025,2026-07-31 14:21:30.000
"MICHELS CONSTRUCTION, INC."," ",Outside City Limits,238190,Contractor-General/Building Exterior,,2021-11-01 00:00:00.000,1889d997-2831-42e1-9bd0-6d8975c8ccc4,9205833132,PO BOX 128,,,,,,,BROWNSVILLE,WI,53006,2026-01-02 16:06:39.000,BTAX-042547-01-2026,2026-11-30 16:06:39.000
"MICHELS CONSTRUCTION, INC."," ",Outside City Limits,238190,Contractor-General/Building Exterior,,2021-11-01 00:00:00.000,1889d997-2831-42e1-9bd0-6d8975c8ccc4,9205833132,PO BOX 128,,,,,,,BROWNSVILLE,WI,53006,2026-01-02 16:06:39.000,BTAX-042547-01-2026,2026-11-30 16:06:39.000
"MICHELS PIPELINE, INC."," ",Outside City Limits,238190,Contractor-General/Building Exterior,,2021-06-28 00:00:00.000,1edd6753-2956-41b6-a2bc-5ec2f92032d7,9205833132,PO BOX 128,,,,,,,BROWSVILLE,WI,53006,2025-07-25 09:49:04.000,BTAX-040969-07-2025,2026-07-31 09:49:04.000
"MICHELS PIPELINE, INC."," ",Outside City Limits,238190,Contractor-General/Building Exterior,,2021-06-28 00:00:00.000,1edd6753-2956-41b6-a2bc-5ec2f92032d7,9205833132,PO BOX 128,,,,,,,BROWSVILLE,WI,53006,2025-07-25 09:49:04.000,BTAX-040969-07-2025,2026-07-31 09:49:04.000
"MICHELS UTILITY SERVICES, INC"," ",Outside City Limits,238190,Contractor-General/Building Exterior,,2021-06-28 00:00:00.000,74bc527a-48d2-4cc1-b2a8-3054f015910a,9205833132,817,MAIN,,,ST,,,BROWNSVILLE,WI,53006,2025-05-19 10:05:24.000,BTAX-040373-05-2025,2026-05-31 10:05:24.000
"MICHELS UTILITY SERVICES, INC"," ",Outside City Limits,238190,Contractor-General/Building Exterior,,2021-06-28 00:00:00.000,74bc527a-48d2-4cc1-b2a8-3054f015910a,9205833132,817,MAIN,,,ST,,,BROWNSVILLE,WI,53006,2025-05-19 10:05:24.000,BTAX-040373-05-2025,2026-05-31 10:05:24.000
MICK HALL EXCAVATION & CONSTRUCTION LLC," ",Outside City Limits,238190,Contractor-General/Building Exterior,,2021-01-05 00:00:00.000,69ce5c0f-4fd5-4796-b03d-808612a99921,5413243635,6897,EVANS CREEK,,W,RD,,,ROGUE RIVER,OR,97537,2026-01-27 11:23:57.000,BTAX-042695-01-2026,2027-01-31 11:23:57.000
MICK HALL EXCAVATION & CONSTRUCTION LLC,MICKEY HALL,Outside City Limits,238190,Contractor-General/Building Exterior,,2021-01-05 00:00:00.000,69ce5c0f-4fd5-4796-b03d-808612a99921,5413243635,6897,EVANS CREEK,,W,RD,,,ROGUE RIVER,OR,97537,2026-01-27 11:23:57.000,BTAX-042695-01-2026,2027-01-31 11:23:57.000
